final_out, ini_co2=700, ini_ph=7.699979422151007, final_co2=2261.71538262, final_ph=7.277946298839792, phdat_final_ph=7.277963986239248, dic_a=1.345721103852709, dic_z=1.642154323690517, alk_a=1.437165554278145, alk_z=1.626443150550998, finc=2811308562158.203, cinp=6804.19921875
final_out, ini_co2=700, ini_ph=7.709941434041777, final_co2=2259.97956879, final_ph=7.298486594078565, phdat_final_ph=7.298490680483872, dic_a=1.377923576165031, dic_z=1.718642402985351, alk_a=1.473239078213885, alk_z=1.706676133555025, finc=4537710593041.992, cinp=7148.4375
final_out, ini_co2=700, ini_ph=7.719942282633228, final_co2=2249.0784629, final_ph=7.318541866347205, phdat_final_ph=7.318578615745816, dic_a=1.411173039824528, dic_z=1.789732981787306, alk_a=1.510539891888616, alk_z=1.781855573272097, finc=6264112623925.781, cinp=7415.771484375
final_out, ini_co2=700, ini_ph=7.729928642129524, final_co2=2232.2365802, final_ph=7.338144622526911, phdat_final_ph=7.338106698325968, dic_a=1.445293065798261, dic_z=1.856826439118366, alk_a=1.548874142357923, alk_z=1.853289060703529, finc=8028879144384.766, cinp=7624.51171875
final_out, ini_co2=700, ini_ph=7.739996861791197, final_co2=2204.1280918, final_ph=7.357324304887184, phdat_final_ph=7.357346675552978, dic_a=1.480463410053501, dic_z=1.915323828136397, alk_a=1.588448450516474, alk_z=1.916460936500922, finc=9697734440905.762, cinp=7727.05078125
final_out, ini_co2=700, ini_ph=7.749984959549622, final_co2=2155.06045102, final_ph=7.376107663694587, phdat_final_ph=7.376164446036371, dic_a=1.51615262196409, dic_z=1.954575433664973, alk_a=1.628669941645775, alk_z=1.960730971742993, finc=10944580352099.61, cinp=7628.173828125
final_out, ini_co2=700, ini_ph=7.760000882434085, final_co2=2096.88447247, final_ph=7.3945190748332035, phdat_final_ph=7.394585635387858, dic_a=1.552958314025613, dic_z=1.983507038075061, alk_a=1.670214756058906, alk_z=1.994836596495842, finc=11913283713873.291, cinp=7419.43359375
final_out, ini_co2=700, ini_ph=7.820048991290935, final_co2=1898.69905286, final_ph=7.498303813984792, phdat_final_ph=7.498265061805265, dic_a=1.794595553512621, dic_z=2.279473934976621, alk_a=1.944548458631486, alk_z=2.323442110617169, finc=18694207246289.062, cinp=7324.21875
final_out, ini_co2=700, ini_ph=7.83991797045638, final_co2=1890.31287619, final_ph=7.530746639844306, phdat_final_ph=7.530743310425607, dic_a=1.883038207951829, dic_z=2.446980105570624, alk_a=2.045629615876409, alk_z=2.503659786937636, finc=22147011308056.64, cinp=7917.48046875
final_out, ini_co2=700, ini_ph=7.86007653564649, final_co2=1859.48497811, final_ph=7.562290110801029, phdat_final_ph=7.562298970613869, dic_a=1.977705017437561, dic_z=2.590639950259211, alk_a=2.154215593616821, alk_z=2.660936606669893, finc=25830002307275.39, cinp=8214.111328125
final_out, ini_co2=700, ini_ph=7.870026631732014, final_co2=1836.47229232, final_ph=7.577751511430402, phdat_final_ph=7.577750278828717, dic_a=2.026402298369904, dic_z=2.652545237143293, alk_a=2.210225880543649, alk_z=2.729892329437439, finc=27690680051672.363, cinp=8254.39453125
final_out, ini_co2=700, ini_ph=7.879917873924001, final_co2=1805.57185329, final_ph=7.593018956104833, phdat_final_ph=7.593114338380595, dic_a=2.075932699739012, dic_z=2.703348179792965, alk_a=2.267306131869847, alk_z=2.787847450460465, finc=29052619431591.797, cinp=8181.15234375
final_out, ini_co2=700, ini_ph=7.890012776535437, final_co2=1767.30620423, final_ph=7.6081013609847234, phdat_final_ph=7.608013364822472, dic_a=2.127814378375376, dic_z=2.740064667299444, alk_a=2.327212709796644, alk_z=2.831539938976167, finc=30059687282940.67, cinp=7961.42578125
final_out, ini_co2=700, ini_ph=7.960008393517233, final_co2=1459.28226147, final_ph=7.709138163697739, phdat_final_ph=7.709199271549105, dic_a=2.527378198254381, dic_z=2.872735711735957, alk_a=2.79251955257213, alk_z=3.014271682772746, finc=32095955624521.773, cinp=5141.6015625
final_out, ini_co2=700, ini_ph=7.96998652158545, final_co2=1425.18740098, final_ph=7.72300209099823, phdat_final_ph=7.722983699280657, dic_a=2.590510467456465, dic_z=2.899082316329764, alk_a=2.866664576349576, alk_z=3.048398344217148, finc=32096213198609.492, cinp=4804.6875
final_out, ini_co2=700, ini_ph=7.990070836801845, final_co2=1389.70734406, final_ph=7.7503582666471775, phdat_final_ph=7.750354571575238, dic_a=2.722956438066733, dic_z=3.017671887876547, alk_a=3.022726891308925, alk_z=3.185528588624683, finc=32096751762611.098, cinp=4650.87890625
final_out, ini_co2=720, ini_ph=7.690045230378094, final_co2=2368.32316846, final_ph=7.256884969706256, phdat_final_ph=7.256845893723931, dic_a=1.352017286907637, dic_z=1.639876274549072, alk_a=1.440809011499393, alk_z=1.618798406816658, finc=2350934687255.8594, cinp=6961.669921875
final_out, ini_co2=720, ini_ph=7.700075869940394, final_co2=2367.76084672, final_ph=7.277946298839792, phdat_final_ph=7.27789060736141, dic_a=1.384568226801267, dic_z=1.718955997584018, alk_a=1.477191828191912, alk_z=1.701520175501671, finc=4077336718139.6484, cinp=7327.880859375
final_out, ini_co2=720, ini_ph=7.709919328369696, final_co2=2354.67281234, final_ph=7.298486594078565, phdat_final_ph=7.29850810445392, dic_a=1.417398931607027, dic_z=1.790762918797917, alk_a=1.513939820123519, alk_z=1.777386695174912, finc=5765374259448.242, cinp=7598.876953125
final_out, ini_co2=720, ini_ph=7.719990827674541, final_co2=2337.40214594, final_ph=7.318541866347205, phdat_final_ph=7.318525090024447, dic_a=1.451899076983511, dic_z=1.859867877602828, alk_a=1.552613110342051, alk_z=1.85077731155921, finc=7510958535119.629, cinp=7822.265625
final_out, ini_co2=720, ini_ph=7.740024501004799, final_co2=2264.81619006, final_ph=7.357324304887184, phdat_final_ph=7.357309739522964, dic_a=1.522920585981926, dic_z=1.967984348909872, alk_a=1.632406454153189, alk_z=1.968462882133143, finc=10599299945922.852, cinp=7913.818359375
final_out, ini_co2=720, ini_ph=7.760022714941108, final_co2=2139.94011688, final_ph=7.3945190748332035, phdat_final_ph=7.39448601810845, dic_a=1.597638369353468, dic_z=2.023774197775654, alk_a=1.716614842101018, alk_z=2.034757159049046, finc=12392839833563.232, cinp=7448.73046875
final_out, ini_co2=720, ini_ph=7.77992097196704, final_co2=2036.24166649, final_ph=7.43031328036161, phdat_final_ph=7.430222601378421, dic_a=1.675655945495422, dic_z=2.089879510033821, alk_a=1.804819980424801, alk_z=2.111452162858355, finc=14128832986840.82, cinp=7086.181640625
final_out, ini_co2=720, ini_ph=7.799956292892815, final_co2=1978.65276857, final_ph=7.4648638806969, phdat_final_ph=7.46489102673984, dic_a=1.758501645605272, dic_z=2.199403820123613, alk_a=1.898786890709261, alk_z=2.231932560177225, finc=16699253788378.906, cinp=7141.11328125
final_out, ini_co2=720, ini_ph=7.809915497284797, final_co2=1968.88607684, final_ph=7.4817151753442825, phdat_final_ph=7.481668220442307, dic_a=1.801366133981801, dic_z=2.274894170247628, alk_a=1.947527815388998, alk_z=2.313164019216638, finc=18118739902661.133, cinp=7368.1640625
final_out, ini_co2=720, ini_ph=7.819959592010253, final_co2=1979.12072144, final_ph=7.498303813984792, phdat_final_ph=7.498251273823839, dic_a=1.845657895350998, dic_z=2.376159778561477, alk_a=1.997976162821558, alk_z=2.420568188712894, finc=19998599891845.703, cinp=7833.251953125
final_out, ini_co2=720, ini_ph=7.83004148938322, final_co2=1965.37930096, final_ph=7.514643421240528, phdat_final_ph=7.514546478122, dic_a=1.891177816392123, dic_z=2.450424982088297, alk_a=2.049917362316683, alk_z=2.50114242829021, finc=21571543964428.71, cinp=8027.34375
final_out, ini_co2=720, ini_ph=7.870010329860504, final_co2=1879.73041508, final_ph=7.577751511430402, phdat_final_ph=7.577795143762777, dic_a=2.084389475918973, dic_z=2.715435469219448, alk_a=2.271395901505315, alk_z=2.793695729949103, finc=28457969843176.27, cinp=8356.93359375
final_out, ini_co2=720, ini_ph=7.879947348147204, final_co2=1846.31274124, final_ph=7.593018956104833, phdat_final_ph=7.59307634368491, dic_a=2.135598646459628, dic_z=2.76412115745635, alk_a=2.330368405727704, alk_z=2.849577031990742, finc=29839091467883.3, cinp=8239.74609375
final_out, ini_co2=720, ini_ph=7.920045389949631, final_co2=1660.29544354, final_ph=7.652319300472472, phdat_final_ph=7.652331283229197, dic_a=2.355965235396523, dic_z=2.856938970178072, alk_a=2.585458736268318, alk_z=2.970692442593718, finc=32095136070606.285, cinp=6774.90234375
final_out, ini_co2=720, ini_ph=7.960077179594204, final_co2=1485.77997243, final_ph=7.709138163697739, phdat_final_ph=7.709127784620414, dic_a=2.600034952795983, dic_z=2.92442368118139, alk_a=2.870372690593571, alk_z=3.067526134606966, finc=32096138267965.793, cinp=5017.08984375
final_out, ini_co2=720, ini_ph=7.970091907529016, final_co2=1458.2216578, final_ph=7.72300209099823, phdat_final_ph=7.722969227431424, dic_a=2.665441083811076, dic_z=2.966308898116674, alk_a=2.947120194907817, alk_z=3.117832233470375, finc=32096405208383.984, cinp=4801.025390625
final_out, ini_co2=720, ini_ph=7.98005717440209, final_co2=1441.26397302, final_ph=7.736740496433145, phdat_final_ph=7.736751448033022, dic_a=2.732155139759246, dic_z=3.029783248189235, alk_a=3.025596309500512, alk_z=3.190731364228291, finc=32096676831967.4, cinp=4749.755859375
final_out, ini_co2=720, ini_ph=7.989984261507963, final_co2=1425.90873343, final_ph=7.7503582666471775, phdat_final_ph=7.750414723696245, dic_a=2.800163829992729, dic_z=3.096799816560349, alk_a=3.105782374801944, alk_z=3.267598873289112, finc=32096953138716.047, cinp=4716.796875
final_out, ini_co2=740, ini_ph=7.679979388184504, final_co2=2477.38224709, final_ph=7.235262570537971, phdat_final_ph=7.23527628977506, dic_a=1.35683827240714, dic_z=1.634435679929442, alk_a=1.442912712545618, alk_z=1.607934926874242, finc=1852196322778.3203, cinp=7111.81640625
final_out, ini_co2=740, ini_ph=7.690015910594009, final_co2=2477.36090481, final_ph=7.256884969706256, phdat_final_ph=7.256799512122725, dic_a=1.38956469907286, dic_z=1.715251500590289, alk_a=1.479411629569347, alk_z=1.692279494683676, finc=3559416108874.5117, cinp=7492.67578125
final_out, ini_co2=740, ini_ph=7.699991446672196, final_co2=2465.96600586, final_ph=7.277946298839792, phdat_final_ph=7.277988191768062, dic_a=1.422989365684069, dic_z=1.790642241359202, alk_a=1.516742031622341, alk_z=1.77163796771055, finc=5266635894970.703, cinp=7792.96875
final_out, ini_co2=740, ini_ph=7.709895960847868, final_co2=2444.97304334, final_ph=7.298486594078565, phdat_final_ph=7.298580766095419, dic_a=1.456909131042513, dic_z=1.859772014876844, alk_a=1.554680216296427, alk_z=1.845062356020467, finc=6954673436279.297, cinp=8012.6953125
final_out, ini_co2=740, ini_ph=7.730069191441316, final_co2=2378.93065333, final_ph=7.338144622526911, phdat_final_ph=7.338163456764065, dic_a=1.52860029942766, dic_z=1.979216950581685, alk_a=1.635043567727125, alk_z=1.973900107278548, finc=10215655050170.898, cinp=8203.125
final_out, ini_co2=740, ini_ph=7.739923010375361, final_co2=2318.00214795, final_ph=7.357324304887184, phdat_final_ph=7.357304315721953, dic_a=1.564993539565813, dic_z=2.014129349271166, alk_a=1.675932875703718, alk_z=2.014035074072549, finc=11328225247851.562, cinp=8034.66796875
final_out, ini_co2=740, ini_ph=7.780104001074543, final_co2=2090.00404396, final_ph=7.43031328036161, phdat_final_ph=7.430214242895621, dic_a=1.723130127561862, dic_z=2.145161271959723, alk_a=1.854312629354831, alk_z=2.166538144429985, finc=14896122778344.727, cinp=7236.328125
final_out, ini_co2=740, ini_ph=7.790073386046021, final_co2=2058.92248473, final_ph=7.447735220022457, phdat_final_ph=7.447801200231678, dic_a=1.76497397998447, dic_z=2.200460322606847, alk_a=1.901700413555436, alk_z=2.227380648224584, finc=16162150934326.172, cinp=7258.30078125
final_out, ini_co2=740, ini_ph=7.799980291752375, final_co2=2047.46191508, final_ph=7.4648638806969, phdat_final_ph=7.464824639313431, dic_a=1.807700972567267, dic_z=2.275621368548924, alk_a=1.95016837161401, alk_z=2.308172512305932, finc=17639183782971.19, cinp=7478.02734375
final_out, ini_co2=740, ini_ph=7.819919846266139, final_co2=2044.35076763, final_ph=7.498303813984792, phdat_final_ph=7.498398895828082, dic_a=1.896831176192175, dic_z=2.455357398344612, alk_a=2.051532305647756, alk_z=2.500180198083974, finc=21072805599951.17, cinp=8173.828125
final_out, ini_co2=740, ini_ph=7.829922525751806, final_co2=2029.66577529, final_ph=7.514643421240528, phdat_final_ph=7.514628345503196, dic_a=1.943352909617004, dic_z=2.531103817712756, alk_a=2.104579207204074, alk_z=2.582377937771193, finc=22684114162109.375, cinp=8360.595703125
final_out, ini_co2=740, ini_ph=7.839952808857375, final_co2=2001.18153591, final_ph=7.530746639844306, phdat_final_ph=7.530679494741568, dic_a=1.991221266530897, dic_z=2.590305634597653, alk_a=2.159259969804534, alk_z=2.648173405683196, finc=24257058234692.383, cinp=8378.90625
final_out, ini_co2=740, ini_ph=7.870037578784599, final_co2=1928.74826864, final_ph=7.577751511430402, phdat_final_ph=7.577698425942179, dic_a=2.142636821044517, dic_z=2.785710703928136, alk_a=2.332862033624405, alk_z=2.864924498020899, finc=29455446572131.348, cinp=8518.06640625
final_out, ini_co2=740, ini_ph=7.879971241547539, final_co2=1883.0747619, final_ph=7.593018956104833, phdat_final_ph=7.592979547476305, dic_a=2.195131332795728, dic_z=2.818679315255827, alk_a=2.393279775361135, alk_z=2.904973918919386, finc=30299465342785.645, cinp=8247.0703125
final_out, ini_co2=740, ini_ph=7.909929524645912, final_co2=1736.43422819, final_ph=7.637743938806146, phdat_final_ph=7.637841911762212, dic_a=2.362229151145744, dic_z=2.887725760225015, alk_a=2.586378528498524, alk_z=2.995451622894789, finc=32095047090466.887, cinp=7111.81640625
